coupling,fault,model,seed,step,torch_status,torch4ms_status,torch_loss,torch4ms_loss,loss_abs_diff,loss_rel_diff,torch_grad_norm,torch4ms_grad_norm,grad_norm_abs_diff,grad_norm_rel_diff,param_update_rel_l2,param_update_cosine
teacher-forced,none,cnn,300,14,ok,ok,1.7821834087371826,1.782183289527893,1.1920928955078125e-07,6.6889462086986e-08,0.284268856048584,0.2842688262462616,2.9802322387695312e-08,1.0483850676418046e-07,9.828743852743147e-07,1.0000000079509515
teacher-forced,none,cnn,300,15,ok,ok,1.7903497219085693,1.790350317955017,5.960464477539062e-07,3.329216867650379e-07,0.4574064612388611,0.4574064612388611,0.0,0.0,1.0288285160511382e-06,1.0000000775054578
teacher-forced,none,cnn,300,16,ok,ok,1.7795474529266357,1.7795473337173462,1.1920928955078125e-07,6.69885421457743e-08,0.4532020688056946,0.4532020688056946,0.0,0.0,5.436974156263512e-07,0.9999999679579894
teacher-forced,none,cnn,300,17,ok,ok,1.7870852947235107,1.7870852947235107,0.0,0.0,0.2882246673107147,0.2882246673107147,0.0,0.0,1.5241721600748042e-06,0.9999999942638426
teacher-forced,none,cnn,300,18,ok,ok,1.7804279327392578,1.7804293632507324,1.430511474609375e-06,8.034643239075363e-07,0.2863467037677765,0.2863467335700989,2.9802322387695312e-08,1.0407774524307461e-07,2.9958847791891246e-06,0.9999999150841666
teacher-forced,none,cnn,300,19,ok,ok,1.8063304424285889,1.806331992149353,1.5497207641601562e-06,8.579379487799166e-07,0.5828862190246582,0.582886278629303,5.960464477539063e-08,1.0225775929321073e-07,1.4957684473527445e-06,0.9999999029613825
teacher-forced,none,cnn,300,20,ok,ok,1.7874846458435059,1.7874853610992432,7.152557373046875e-07,4.0014634685725724e-07,0.2880485951900482,0.2880485951900482,0.0,0.0,2.1585980857593575e-06,1.0000001232796214
teacher-forced,none,cnn,300,21,ok,ok,1.7802188396453857,1.780219554901123,7.152557373046875e-07,4.01779508227239e-07,0.283456951379776,0.2834569811820984,2.9802322387695312e-08,1.0513878424659335e-07,1.7694012148833183e-06,1.0000000311573087
teacher-forced,none,cnn,300,22,ok,ok,1.79691743850708,1.7969181537628174,7.152557373046875e-07,3.980458073768768e-07,0.29269590973854065,0.29269587993621826,2.9802322387695312e-08,1.0182008492813284e-07,2.1815782478823186e-06,0.9999999804233455
teacher-forced,none,cnn,300,23,ok,ok,1.803227424621582,1.803228735923767,1.3113021850585938e-06,7.271968103296852e-07,0.4639885425567627,0.4639885723590851,2.9802322387695312e-08,6.423072498568137e-08,1.479481856104489e-06,0.9999999949661397
teacher-forced,none,cnn,300,24,ok,ok,1.781030535697937,1.7810335159301758,2.9802322387695312e-06,1.6733162021451646e-06,0.28407976031303406,0.28407979011535645,2.9802322387695312e-08,1.0490828078827243e-07,4.852178220524941e-06,0.9999998662030235
teacher-forced,none,cnn,300,25,ok,ok,1.7805322408676147,1.780535101890564,2.86102294921875e-06,1.6068332189468935e-06,0.2833675146102905,0.2833675444126129,2.9802322387695312e-08,1.0517196826288616e-07,4.507295335093358e-06,0.999999961676293
teacher-forced,none,cnn,300,26,ok,ok,1.781514286994934,1.7815170288085938,2.7418136596679688e-06,1.5390330910850638e-06,0.45409610867500305,0.45409613847732544,2.9802322387695312e-08,6.562998418711161e-08,2.5417807480518295e-06,0.9999999220094475
teacher-forced,none,cnn,300,27,ok,ok,1.795408844947815,1.7954117059707642,2.86102294921875e-06,1.5935191575860973e-06,0.4589955806732178,0.4589955508708954,2.9802322387695312e-08,6.492943209602076e-08,2.9990522502481404e-06,1.0000001889284358
teacher-forced,none,cnn,300,28,ok,ok,1.7898285388946533,1.7898313999176025,2.86102294921875e-06,1.5984874046518915e-06,0.45774540305137634,0.45774543285369873,2.9802322387695312e-08,6.510676076416587e-08,2.3767957412329887e-06,1.0000000933528082
teacher-forced,none,cnn,300,29,ok,ok,1.795412540435791,1.7954154014587402,2.86102294921875e-06,1.593515877659412e-06,0.29230445623397827,0.29230445623397827,0.0,0.0,3.917918552601528e-06,0.9999999704341573
teacher-forced,none,cnn,300,30,ok,ok,1.795449137687683,1.7954519987106323,2.86102294921875e-06,1.593483396533762e-06,0.29198595881462097,0.29198595881462097,0.0,0.0,4.248391766763629e-06,1.0000000307507197
teacher-forced,none,cnn,300,31,ok,ok,1.7935763597488403,1.7935792207717896,2.86102294921875e-06,1.5951472430571715e-06,0.45826631784439087,0.4582662880420685,2.9802322387695312e-08,6.503275765035606e-08,2.5891775377771267e-06,1.0000000583244246
teacher-forced,none,cnn,300,32,ok,ok,1.7793903350830078,1.779393196105957,2.86102294921875e-06,1.607864386286203e-06,0.4534108340740204,0.4534108340740204,0.0,0.0,2.873061554356373e-06,1.0000000207686384
teacher-forced,none,cnn,300,33,ok,ok,1.7938814163208008,1.79388427734375,2.86102294921875e-06,1.5948759824436052e-06,0.4602760076522827,0.4602759778499603,2.9802322387695312e-08,6.474880700323096e-08,2.954914457424745e-06,1.0000000156029651
teacher-forced,none,cnn,300,34,ok,ok,1.80282461643219,1.8028274774551392,2.86102294921875e-06,1.586964357375645e-06,0.4615258574485779,0.4615258276462555,2.9802322387695312e-08,6.45734619343962e-08,3.4313358923139462e-06,1.0000000537628337
teacher-forced,none,cnn,300,35,ok,ok,1.7925406694412231,1.7925435304641724,2.86102294921875e-06,1.5960688823427896e-06,0.45833736658096313,0.45833736658096313,0.0,0.0,3.3693695583046165e-06,1.000000006881317
teacher-forced,none,cnn,300,36,ok,ok,1.7858662605285645,1.7858692407608032,2.9802322387695312e-06,1.668785245161574e-06,0.28641319274902344,0.28641319274902344,0.0,0.0,4.598106306916957e-06,0.9999999830709823
teacher-forced,none,cnn,300,37,ok,ok,1.8103406429290771,1.8103433847427368,2.7418136596679688e-06,1.514526847655259e-06,0.4650017321109772,0.4650017321109772,0.0,0.0,2.8085516743724572e-06,1.0000000619852676
teacher-forced,none,cnn,300,38,ok,ok,1.7846063375473022,1.7846091985702515,2.86102294921875e-06,1.603164968280379e-06,0.286342978477478,0.2863430082798004,2.9802322387695312e-08,1.0407909928282215e-07,3.671521301751526e-06,1.0000000821174844
teacher-forced,none,cnn,300,39,ok,ok,1.7981115579605103,1.79811429977417,2.7418136596679688e-06,1.5248272370740396e-06,0.2939070761203766,0.2939070761203766,0.0,0.0,4.075173803872037e-06,1.0000000457669025
teacher-forced,none,cnn,300,40,ok,ok,1.8125935792922974,1.8125956058502197,2.0265579223632812e-06,1.1180419481446883e-06,0.4662894308567047,0.4662894010543823,2.9802322387695312e-08,6.391378490595438e-08,2.0284849756519875e-06,1.0000000897075736
teacher-forced,none,cnn,300,41,ok,ok,1.79494309425354,1.79494309425354,0.0,0.0,0.2916724979877472,0.2916724681854248,2.9802322387695312e-08,1.0217734820149987e-07,2.2578308822144563e-07,1.000000050947405
teacher-forced,none,cnn,300,42,ok,ok,1.8015835285186768,1.8015835285186768,0.0,0.0,0.4610961675643921,0.4610961675643921,0.0,0.0,2.4737909764872685e-07,1.0000000388238566
teacher-forced,none,cnn,300,43,ok,ok,1.806067943572998,1.8060678243637085,1.1920928955078125e-07,6.600487538411537e-08,0.46320295333862305,0.46320295333862305,0.0,0.0,4.668188487728627e-07,0.9999999093947497
teacher-forced,none,cnn,300,44,ok,ok,1.8034706115722656,1.8034706115722656,0.0,0.0,0.4639985263347626,0.46399855613708496,2.9802322387695312e-08,6.422934294409838e-08,7.30626633221311e-07,0.9999998776608224
teacher-forced,none,cnn,300,45,ok,ok,1.7948698997497559,1.7948697805404663,1.1920928955078125e-07,6.641667430458421e-08,0.4582861661911011,0.45828619599342346,2.9802322387695312e-08,6.502993685658162e-08,1.436972426672794e-07,1.0000000102139346
teacher-forced,none,cnn,300,46,ok,ok,1.7796298265457153,1.7796297073364258,1.1920928955078125e-07,6.698544145114045e-08,0.45310887694358826,0.45310890674591064,2.9802322387695312e-08,6.577297851354647e-08,4.7375868255431335e-07,1.000000123174371
teacher-forced,none,cnn,300,47,ok,ok,1.8070611953735352,1.8070610761642456,1.1920928955078125e-07,6.596859578191521e-08,0.46392208337783813,0.46392202377319336,5.960464477539063e-08,1.2847986097451203e-07,2.472440379177801e-07,1.0000001603217712
teacher-forced,none,cnn,300,48,ok,ok,1.794681191444397,1.794681191444397,0.0,0.0,0.45886197686195374,0.45886191725730896,5.960464477539063e-08,1.2989667433987972e-07,3.250240299396308e-07,1.0000000449666175
teacher-forced,none,cnn,300,49,ok,ok,1.767521619796753,1.7675215005874634,1.1920928955078125e-07,6.744431763413966e-08,0.44966956973075867,0.4496695399284363,2.9802322387695312e-08,6.627604888972044e-08,6.256400306212937e-07,1.0000000053175604
teacher-forced,none,cnn,300,50,ok,ok,1.808173418045044,1.808173418045044,0.0,0.0,0.2995399534702301,0.2995399534702301,0.0,0.0,7.704628634003093e-07,1.0000001282438709
teacher-forced,execution,cnn,300,1,ok,ok,1.7791353464126587,1.7791353464126587,0.0,0.0,0.455242395401001,0.455242395401001,0.0,0.0,6.14264282723846e-07,0.9999999006108492
teacher-forced,execution,cnn,300,2,ok,ok,1.7985033988952637,1.7985033988952637,0.0,0.0,0.45984259247779846,0.4598425626754761,2.9802322387695312e-08,6.480983465909411e-08,5.382799235664077e-07,1.0000001038930402
teacher-forced,execution,cnn,300,3,ok,ok,1.7867379188537598,1.7867377996444702,1.1920928955078125e-07,6.671895653686983e-08,0.2865235209465027,0.2865235209465027,0.0,0.0,9.785077953864745e-07,0.9999999709251851
teacher-forced,execution,cnn,300,4,ok,ok,1.8136589527130127,1.8136589527130127,0.0,0.0,0.466134250164032,0.46613427996635437,2.9802322387695312e-08,6.393505834809328e-08,4.474573075837533e-07,1.000000015491671
teacher-forced,execution,cnn,300,5,ok,ok,1.8003966808319092,1.8003966808319092,0.0,0.0,0.4606854021549225,0.4606854021549225,0.0,0.0,8.396343426177062e-07,0.9999998667868456
teacher-forced,execution,cnn,300,6,ok,ok,1.7975610494613647,1.7975610494613647,0.0,0.0,0.2937520742416382,0.29375210404396057,2.9802322387695312e-08,1.01453987826536e-07,6.341650937601036e-07,1.00000021548052
teacher-forced,execution,cnn,300,7,ok,ok,1.7942981719970703,1.7942981719970703,0.0,0.0,0.45967555046081543,0.45967555046081543,0.0,0.0,8.369171755816713e-07,1.0000000761535455
teacher-forced,execution,cnn,300,8,ok,ok,1.7780218124389648,1.7780219316482544,1.1920928955078125e-07,6.70460175034356e-08,0.453966349363327,0.4539663791656494,2.9802322387695312e-08,6.564874350930872e-08,4.587346794779076e-07,0.9999999447581478
teacher-forced,execution,cnn,300,9,ok,ok,1.7829140424728394,1.7829139232635498,1.1920928955078125e-07,6.686205095195848e-08,0.45457133650779724,0.45457127690315247,5.960464477539063e-08,1.3112275233475534e-07,1.0645844681921208e-06,0.9999999868188837
teacher-forced,execution,cnn,300,10,ok,ok,1.8171653747558594,1.8171653747558594,0.0,0.0,0.5864900946617126,0.5864900946617126,0.0,0.0,7.101572938908005e-07,0.9999999587919394
teacher-forced,execution,cnn,300,11,ok,ok,1.794740915298462,1.7947406768798828,2.384185791015625e-07,1.328428950770947e-07,0.45893168449401855,0.45893168449401855,0.0,0.0,2.269313595381133e-07,1.0000000468559869
teacher-forced,execution,cnn,300,12,ok,ok,1.799041509628296,1.7990413904190063,1.1920928955078125e-07,6.626266759982172e-08,0.2938443720340729,0.2938443720340729,0.0,0.0,4.754178138919782e-07,1.0000001256616953
teacher-forced,execution,cnn,300,13,ok,ok,1.7849618196487427,1.7849618196487427,0.0,0.0,0.4558309316635132,0.4558309316635132,0.0,0.0,5.869230598744068e-07,0.9999999403276607
teacher-forced,execution,cnn,300,14,ok,ok,1.7821834087371826,1.782183289527893,1.1920928955078125e-07,6.6889462086986e-08,0.284268856048584,0.2842688262462616,2.9802322387695312e-08,1.0483850676418046e-07,9.828743852743147e-07,1.0000000079509515
teacher-forced,execution,cnn,300,15,ok,ok,1.7903497219085693,1.790350317955017,5.960464477539062e-07,3.329216867650379e-07,0.4574064612388611,0.4574064612388611,0.0,0.0,1.0288285160511382e-06,1.0000000775054578
teacher-forced,execution,cnn,300,16,ok,ok,1.7795474529266357,1.7795473337173462,1.1920928955078125e-07,6.69885421457743e-08,0.4532020688056946,0.4532020688056946,0.0,0.0,5.436974156263512e-07,0.9999999679579894
teacher-forced,execution,cnn,300,17,ok,ok,1.7870852947235107,1.7870852947235107,0.0,0.0,0.2882246673107147,0.2882246673107147,0.0,0.0,1.5241721600748042e-06,0.9999999942638426
teacher-forced,execution,cnn,300,18,ok,ok,1.7804279327392578,1.7804293632507324,1.430511474609375e-06,8.034643239075363e-07,0.2863467037677765,0.2863467335700989,2.9802322387695312e-08,1.0407774524307461e-07,2.9958847791891246e-06,0.9999999150841666
teacher-forced,execution,cnn,300,19,ok,ok,1.8063304424285889,1.806331992149353,1.5497207641601562e-06,8.579379487799166e-07,0.5828862190246582,0.582886278629303,5.960464477539063e-08,1.0225775929321073e-07,1.4957684473527445e-06,0.9999999029613825
teacher-forced,execution,cnn,300,20,ok,failed,1.7874846458435059,,,,0.2880485951900482,,,,,
teacher-forced,execution,cnn,300,21,ok,failed,1.7802188396453857,,,,0.283456951379776,,,,,
teacher-forced,execution,cnn,300,22,ok,failed,1.79691743850708,,,,0.29269590973854065,,,,,
teacher-forced,execution,cnn,300,23,ok,failed,1.803227424621582,,,,0.4639885425567627,,,,,
teacher-forced,execution,cnn,300,24,ok,failed,1.781030535697937,,,,0.28407976031303406,,,,,
teacher-forced,execution,cnn,300,25,ok,failed,1.7805322408676147,,,,0.2833675146102905,,,,,
teacher-forced,execution,cnn,300,26,ok,failed,1.781514286994934,,,,0.45409610867500305,,,,,
teacher-forced,execution,cnn,300,27,ok,failed,1.795408844947815,,,,0.4589955806732178,,,,,
teacher-forced,execution,cnn,300,28,ok,failed,1.7898285388946533,,,,0.45774540305137634,,,,,
teacher-forced,execution,cnn,300,29,ok,failed,1.795412540435791,,,,0.29230445623397827,,,,,
teacher-forced,execution,cnn,300,30,ok,failed,1.795449137687683,,,,0.29198595881462097,,,,,
teacher-forced,execution,cnn,300,31,ok,failed,1.7935763597488403,,,,0.45826631784439087,,,,,
teacher-forced,execution,cnn,300,32,ok,failed,1.7793903350830078,,,,0.4534108340740204,,,,,
teacher-forced,execution,cnn,300,33,ok,failed,1.7938814163208008,,,,0.4602760076522827,,,,,
teacher-forced,execution,cnn,300,34,ok,failed,1.80282461643219,,,,0.4615258574485779,,,,,
teacher-forced,execution,cnn,300,35,ok,failed,1.7925406694412231,,,,0.45833736658096313,,,,,
teacher-forced,execution,cnn,300,36,ok,failed,1.7858662605285645,,,,0.28641319274902344,,,,,
teacher-forced,execution,cnn,300,37,ok,failed,1.8103406429290771,,,,0.4650017321109772,,,,,
teacher-forced,execution,cnn,300,38,ok,failed,1.7846063375473022,,,,0.286342978477478,,,,,
teacher-forced,execution,cnn,300,39,ok,failed,1.7981115579605103,,,,0.2939070761203766,,,,,
teacher-forced,execution,cnn,300,40,ok,failed,1.8125935792922974,,,,0.4662894308567047,,,,,
teacher-forced,execution,cnn,300,41,ok,failed,1.79494309425354,,,,0.2916724979877472,,,,,
teacher-forced,execution,cnn,300,42,ok,failed,1.8015835285186768,,,,0.4610961675643921,,,,,
teacher-forced,execution,cnn,300,43,ok,failed,1.806067943572998,,,,0.46320295333862305,,,,,
teacher-forced,execution,cnn,300,44,ok,failed,1.8034706115722656,,,,0.4639985263347626,,,,,
teacher-forced,execution,cnn,300,45,ok,failed,1.7948698997497559,,,,0.4582861661911011,,,,,
teacher-forced,execution,cnn,300,46,ok,failed,1.7796298265457153,,,,0.45310887694358826,,,,,
teacher-forced,execution,cnn,300,47,ok,failed,1.8070611953735352,,,,0.46392208337783813,,,,,
teacher-forced,execution,cnn,300,48,ok,failed,1.794681191444397,,,,0.45886197686195374,,,,,
teacher-forced,execution,cnn,300,49,ok,failed,1.767521619796753,,,,0.44966956973075867,,,,,
teacher-forced,execution,cnn,300,50,ok,failed,1.808173418045044,,,,0.2995399534702301,,,,,
teacher-forced,numeric,cnn,300,1,ok,ok,1.7791353464126587,1.9941133260726929,0.21497797966003418,0.10780630009801029,0.455242395401001,0.584724485874176,0.12948209047317505,0.22144119769432344,1.031169287880905,0.617566693840427
teacher-forced,numeric,cnn,300,2,ok,ok,1.7985033988952637,2.013859987258911,0.21535658836364746,0.10693721992896432,0.45984259247779846,0.5844820141792297,0.12463942170143127,0.21324765977009338,1.019580874778887,0.619968050455267
teacher-forced,numeric,cnn,300,3,ok,ok,1.7867379188537598,2.002617359161377,0.2158794403076172,0.10779864626661362,0.2865235209465027,0.4631544351577759,0.1766309142112732,0.38136504976164803,1.6363298171880751,0.28932779848695117
teacher-forced,numeric,cnn,300,4,ok,ok,1.8136589527130127,1.5299358367919922,0.2837231159210205,0.15643686234206564,0.466134250164032,0.29760968685150146,0.16852456331253052,0.36153653856850676,1.006801191349827,0.30854314434730906
teacher-forced,numeric,cnn,300,5,ok,ok,1.8003966808319092,2.518437385559082,0.7180407047271729,0.28511358227306927,0.4606854021549225,0.7744070291519165,0.313721626996994,0.4051120601792095,1.0188107036549756,0.8291988510287727
teacher-forced,numeric,cnn,300,6,ok,ok,1.7975610494613647,2.0147652626037598,0.21720421314239502,0.10780621304821066,0.2937520742416382,0.4663906991481781,0.17263862490653992,0.3701588072443325,1.5973798865664814,0.305213234039599
teacher-forced,numeric,cnn,300,7,ok,ok,1.7942981719970703,1.5119106769561768,0.28238749504089355,0.1573804730161396,0.45967555046081543,0.29382774233818054,0.1658478081226349,0.36079318979740344,1.0214080859593473,0.28575325659861034
teacher-forced,numeric,cnn,300,8,ok,ok,1.7780218124389648,1.997391700744629,0.21936988830566406,0.10982817652836088,0.453966349363327,0.584433376789093,0.130467027425766,0.22323678387870066,1.0349005195688683,0.6161142628432237
teacher-forced,numeric,cnn,300,9,ok,ok,1.7829140424728394,2.502662181854248,0.7197481393814087,0.2875930057999837,0.45457133650779724,0.7739278674125671,0.3193565309047699,0.41264379324194383,1.0341068826969337,0.8308979557842477
teacher-forced,numeric,cnn,300,10,ok,ok,1.8171653747558594,2.536088466644287,0.7189230918884277,0.28347713470725083,0.5864900946617126,0.8541650176048279,0.26767492294311523,0.3133761245499201,0.8007165034137963,0.8513996051321463
teacher-forced,numeric,cnn,300,11,ok,ok,1.794740915298462,1.5128024816513062,0.28193843364715576,0.15709143935143974,0.45893168449401855,0.29281342029571533,0.16611826419830322,0.36196730321954557,1.0231667972876828,0.28228597344204803
teacher-forced,numeric,cnn,300,12,ok,ok,1.799041509628296,2.018871307373047,0.21982979774475098,0.108887474373388,0.2938443720340729,0.4675014913082123,0.1736571192741394,0.3714578937239187,1.598827338427629,0.30640790233215964
teacher-forced,numeric,cnn,300,13,ok,ok,1.7849618196487427,2.0052053928375244,0.22024357318878174,0.10983591704644263,0.4558309316635132,0.5853744745254517,0.12954354286193848,0.2213002932301689,1.0313893383493564,0.6172693771174842
teacher-forced,numeric,cnn,300,14,ok,ok,1.7821834087371826,2.502880096435547,0.7206966876983643,0.28794694908666923,0.284268856048584,0.688292384147644,0.40402352809906006,0.586994041201528,1.6543850010188992,0.8519427968794089
teacher-forced,numeric,cnn,300,15,ok,ok,1.7903497219085693,2.010202407836914,0.21985268592834473,0.1093684322888251,0.4574064612388611,0.5855170488357544,0.1281105875968933,0.2187990731467669,1.0279281885846783,0.6179181965100249
teacher-forced,numeric,cnn,300,16,ok,ok,1.7795474529266357,2.499850034713745,0.7203025817871094,0.2881383170129205,0.4532020688056946,0.773582935333252,0.3203808665275574,0.41415193109131915,1.0373130479098767,0.8311958450086027
teacher-forced,numeric,cnn,300,17,ok,ok,1.7870852947235107,2.006516456604004,0.21943116188049316,0.1093592634928481,0.2882246673107147,0.4658088684082031,0.1775842010974884,0.3812383428944631,1.6315916129682153,0.2938460211216512
teacher-forced,numeric,cnn,300,18,ok,ok,1.7804279327392578,2.5003085136413574,0.7198805809020996,0.28791670186879936,0.2863467037677765,0.6892843246459961,0.4029376208782196,0.5845738927621211,1.6421728897301118,0.8511499269380167
teacher-forced,numeric,cnn,300,19,ok,ok,1.8063304424285889,1.5253467559814453,0.28098368644714355,0.1555549747970612,0.5828862190246582,0.46168479323387146,0.12120142579078674,0.207933249809187,0.8058764336457415,0.6173298460094889
teacher-forced,numeric,cnn,300,20,ok,ok,1.7874846458435059,2.008232593536377,0.2207479476928711,0.10992150431347557,0.2880485951900482,0.46686646342277527,0.17881786823272705,0.38301716281299236,1.633016599718953,0.29621933143931384
teacher-forced,numeric,cnn,300,21,ok,ok,1.7802188396453857,2.001410722732544,0.2211918830871582,0.11051798642567626,0.283456951379776,0.46521642804145813,0.18175947666168213,0.3906987494549193,1.6591384530464797,0.28663914726674417
teacher-forced,numeric,cnn,300,22,ok,ok,1.79691743850708,2.018519878387451,0.2216024398803711,0.10978462102508703,0.29269590973854065,0.4683817923069,0.17568588256835938,0.3750911872621297,1.6074055978617146,0.3052661784295808
teacher-forced,numeric,cnn,300,23,ok,ok,1.803227424621582,2.525331497192383,0.7221040725708008,0.28594427043484105,0.4639885425567627,0.7784271836280823,0.3144386410713196,0.40394098212987434,1.0144328485651857,0.8301783853745656
teacher-forced,numeric,cnn,300,24,ok,ok,1.781030535697937,2.502227544784546,0.7211970090866089,0.2882219926760128,0.28407976031303406,0.6887755990028381,0.4046958386898041,0.5875583270889603,1.6566731444782563,0.8525261517974961
teacher-forced,numeric,cnn,300,25,ok,ok,1.7805322408676147,2.5008816719055176,0.7203494310379028,0.28803819034310446,0.2833675146102905,0.6879135966300964,0.4045460820198059,0.5880768805872835,1.6592939197536216,0.8527154854379909
teacher-forced,numeric,cnn,300,26,ok,ok,1.781514286994934,2.501006841659546,0.7194925546646118,0.2876811621143714,0.45409610867500305,0.7734423279762268,0.31934621930122375,0.4128895041687445,1.0346226855562053,0.830949055471567
teacher-forced,numeric,cnn,300,27,ok,ok,1.795408844947815,1.5139820575714111,0.2814267873764038,0.1567480232529342,0.4589955806732178,0.2926093637943268,0.166386216878891,0.3625006947449234,1.023149272577234,0.28201668787962103
teacher-forced,numeric,cnn,300,28,ok,ok,1.7898285388946533,2.5101773738861084,0.7203488349914551,0.2869712883581026,0.45774540305137634,0.7750431895256042,0.3172977864742279,0.4093936838132111,1.0269811635923722,0.8304375653501833
teacher-forced,numeric,cnn,300,29,ok,ok,1.795412540435791,2.014899730682373,0.21948719024658203,0.10893206590099137,0.29230445623397827,0.4671022295951843,0.17479777336120605,0.3742173817339624,1.6071991124054623,0.3036646121832432
teacher-forced,numeric,cnn,300,30,ok,ok,1.795449137687683,2.0154097080230713,0.21996057033538818,0.1091393821612326,0.29198595881462097,0.46700242161750793,0.17501646280288696,0.37476564296326464,1.6088928709464874,0.303097083580324
teacher-forced,numeric,cnn,300,31,ok,ok,1.7935763597488403,1.5139659643173218,0.27961039543151855,0.1558954509584823,0.45826631784439087,0.2938135266304016,0.16445279121398926,0.3588585606455828,1.025520785384375,0.28025785143392756
teacher-forced,numeric,cnn,300,32,ok,ok,1.7793903350830078,2.5014872550964355,0.7220969200134277,0.28866703939516575,0.4534108340740204,0.7745630741119385,0.3211522400379181,0.41462374178646394,1.037703594862566,0.8316648814802231
teacher-forced,numeric,cnn,300,33,ok,ok,1.7938814163208008,1.5150973796844482,0.27878403663635254,0.15540828624454486,0.4602760076522827,0.29429277777671814,0.16598322987556458,0.3606167323867058,1.0240580262621162,0.28161209296445716
teacher-forced,numeric,cnn,300,34,ok,ok,1.80282461643219,2.5257434844970703,0.7229188680648804,0.2862202248574063,0.4615258574485779,0.7771094441413879,0.31558358669281006,0.40609928121706435,1.020042089791016,0.8298691864762796
teacher-forced,numeric,cnn,300,35,ok,ok,1.7925406694412231,2.014596939086914,0.22205626964569092,0.11022367071913382,0.45833736658096313,0.5864130258560181,0.12807565927505493,0.21840520866346058,1.02670928361266,0.618562889833604
teacher-forced,numeric,cnn,300,36,ok,ok,1.7858662605285645,2.5084116458892822,0.7225453853607178,0.2880489677779984,0.28641319274902344,0.6896884441375732,0.4032752513885498,0.5847209052383483,1.6435550859413735,0.8507580884644145
teacher-forced,numeric,cnn,300,37,ok,ok,1.8103406429290771,2.5320260524749756,0.7216854095458984,0.285022900471531,0.4650017321109772,0.7778228521347046,0.3128211200237274,0.4021752757266028,1.011694962405759,0.8293331046067506
teacher-forced,numeric,cnn,300,38,ok,ok,1.7846063375473022,2.5054931640625,0.7208868265151978,0.2877225277862363,0.286342978477478,0.6892702579498291,0.4029272794723511,0.5845708193921223,1.6434533907676616,0.85026493272605
teacher-forced,numeric,cnn,300,39,ok,ok,1.7981115579605103,2.0180952548980713,0.21998369693756104,0.10900560635264554,0.2939070761203766,0.4677601456642151,0.1738530695438385,0.37167140286603245,1.5990197743586103,0.30665055157438526
