coupling,fault,model,seed,step,torch_status,torch4ms_status,torch_loss,torch4ms_loss,loss_residual,loss_abs_diff,loss_rel_diff,torch_grad_norm,torch4ms_grad_norm,grad_norm_abs_diff,grad_norm_rel_diff,param_update_rel_l2,param_update_cosine,torch_fixed_probe_loss,torch4ms_fixed_probe_loss,fixed_probe_loss_abs_diff,fixed_probe_loss_residual,torch_fixed_probe_displacement,torch4ms_fixed_probe_displacement
free-running,none,cnn,300,1,ok,ok,1.7938188314437866,1.7938185930252075,-2.384185791015625e-07,2.384185791015625e-07,1.3291118084074694e-07,0.1720406413078308,0.1720406413078308,0.0,0.0,5.107051053313392e-07,0.9999998970397431,1.795021891593933,1.7950220108032227,1.1920928955078125e-07,1.1920928955078125e-07,0.0005009174346923828,0.000500798225402832
free-running,none,cnn,300,2,ok,ok,1.792157530784607,1.7921576499938965,1.1920928955078125e-07,1.1920928955078125e-07,6.651718923900877e-08,0.18639612197875977,0.18639613687992096,1.4901161193847656e-08,7.99435087189988e-08,8.179663991889242e-07,0.9999999527716966,1.79444420337677,1.7944443225860596,1.1920928955078125e-07,1.1920928955078125e-07,0.0010786056518554688,0.001078486442565918
free-running,none,cnn,300,3,ok,ok,1.789750576019287,1.7897504568099976,-1.1920928955078125e-07,1.1920928955078125e-07,6.660664963490231e-08,0.09235262870788574,0.09235262870788574,0.0,0.0,1.1093305519057157e-06,0.9999998048553217,1.794716238975525,1.7947168350219727,5.960464477539062e-07,5.960464477539062e-07,0.0008065700531005859,0.000805974006652832
free-running,none,cnn,300,4,ok,ok,1.7888959646224976,1.7888964414596558,4.76837158203125e-07,4.76837158203125e-07,2.665538077844507e-07,0.10172322392463684,0.10172322392463684,0.0,0.0,1.1974504135549196e-06,1.0000000364641,1.7948949337005615,1.7948979139328003,2.9802322387695312e-06,2.9802322387695312e-06,0.0006278753280639648,0.0006248950958251953
free-running,none,cnn,300,5,ok,ok,1.7987009286880493,1.7987035512924194,2.6226043701171875e-06,2.6226043701171875e-06,1.4580525891733365e-06,0.23416997492313385,0.23416993021965027,4.470348358154297e-08,1.9090185919957014e-07,4.917351852935549e-06,0.9999999234297313,1.7941193580627441,1.7941192388534546,1.1920928955078125e-07,-1.1920928955078125e-07,0.0014034509658813477,0.0014035701751708984
free-running,none,cnn,300,6,ok,ok,1.7966711521148682,1.7966712713241577,1.1920928955078125e-07,1.1920928955078125e-07,6.635008387645853e-08,0.1217472180724144,0.121747225522995,7.450580596923828e-09,6.119712843490302e-08,1.0599912446177039e-06,1.0000000835745004,1.7941900491714478,1.7941900491714478,0.0,0.0,0.0013327598571777344,0.0013327598571777344
free-running,none,cnn,300,7,ok,ok,1.7956092357635498,1.7956092357635498,0.0,0.0,0.0,0.10279523581266403,0.10279524326324463,7.450580596923828e-09,7.24798187192758e-08,1.029028511626002e-06,1.0000001544346975,1.7938263416290283,1.7938263416290283,0.0,0.0,0.001696467399597168,0.001696467399597168
free-running,none,cnn,300,8,ok,ok,1.7936162948608398,1.7936162948608398,0.0,0.0,0.0,0.16003936529159546,0.16003935039043427,1.4901161193847656e-08,9.310934948221891e-08,7.521673211043283e-07,1.0000001402506116,1.7937334775924683,1.7937334775924683,0.0,0.0,0.0017893314361572266,0.0017893314361572266
free-running,none,cnn,300,9,ok,ok,1.789981484413147,1.7899816036224365,1.1920928955078125e-07,1.1920928955078125e-07,6.659805291268582e-08,0.12024461477994919,0.12024461477994919,0.0,0.0,6.572416123842919e-07,0.9999999940713967,1.793375849723816,1.793375849723816,0.0,0.0,0.0021469593048095703,0.0021469593048095703
free-running,none,cnn,300,10,ok,ok,1.798298716545105,1.7982985973358154,-1.1920928955078125e-07,1.1920928955078125e-07,6.629003760832704e-08,0.21617616713047028,0.21617616713047028,0.0,0.0,3.371984911066534e-07,0.9999999206280378,1.7928104400634766,1.792810320854187,1.1920928955078125e-07,-1.1920928955078125e-07,0.0027123689651489258,0.0027124881744384766
free-running,none,cnn,300,11,ok,ok,1.7955996990203857,1.7955995798110962,-1.1920928955078125e-07,1.1920928955078125e-07,6.638968006945954e-08,0.17966613173484802,0.17966614663600922,1.4901161193847656e-08,8.293805746296961e-08,5.349635934173507e-07,0.9999998217869431,1.793102741241455,1.7931028604507446,1.1920928955078125e-07,1.1920928955078125e-07,0.00242006778717041,0.0024199485778808594
free-running,none,cnn,300,12,ok,ok,1.7878066301345825,1.787806510925293,-1.1920928955078125e-07,1.1920928955078125e-07,6.667907341959427e-08,0.15447789430618286,0.15447789430618286,0.0,0.0,6.97907088890614e-07,0.9999999393314122,1.7931104898452759,1.7931103706359863,1.1920928955078125e-07,-1.1920928955078125e-07,0.0024123191833496094,0.00241243839263916
