baseline_id,fault_id,grad_norm_abs_diff,instance_id,loss_abs_diff,param_update_rel_l2,step,torch4ms_grad_norm,torch4ms_loss,torch4ms_status,torch_grad_norm,torch_loss,torch_status
r_swe,EX-09,1.1641532182693481e-10,EX-09-A,1.0913936421275139e-11,0.0,1,0.0010215953225269914,3.130971526843496e-05,ok,0.0010215954389423132,3.130972618237138e-05,ok
r_swe,EX-09,1.1641532182693481e-10,EX-09-B,1.0913936421275139e-11,0.0,1,0.0010215953225269914,3.130971526843496e-05,ok,0.0010215954389423132,3.130972618237138e-05,ok
r_swe,EX-10,0.0,EX-10-A,9.5367431640625e-07,0.0,1,1.0936087369918823,8.969849586486816,ok,1.0936087369918823,8.969850540161133,ok
r_swe,EX-10,0.0,EX-10-B,9.5367431640625e-07,0.0,1,1.0936087369918823,8.969849586486816,ok,1.0936087369918823,8.969850540161133,ok
r_swe,NU-01,0.0,NU-01-A,2.9802322387695312e-08,3.812015052122635e-07,1,0.7817994356155396,0.2879709303379059,ok,0.7817994356155396,0.2879709005355835,ok
r_swe,NU-01,0.0,NU-01-B,0.0,0.0,1,1.1142230033874512,0.6504018902778625,ok,1.1142230033874512,0.6504018902778625,ok
r_swe,NU-04,0.0,NU-04-A,0.0,0.0,1,0.0013706005411222577,0.1252264827489853,ok,0.0013706005411222577,0.1252264827489853,ok
r_swe,NU-04,0.0,NU-04-B,0.0,0.0,1,0.0013706005411222577,0.1252264827489853,ok,0.0013706005411222577,0.1252264827489853,ok
r_swe,NU-06,0.0,NU-06-A,9.313225746154785e-10,0.0,1,0.016711963340640068,0.01004160288721323,ok,0.016711963340640068,0.010041603818535805,ok
r_swe,NU-06,0.0,NU-06-B,9.313225746154785e-10,0.0,1,0.016711963340640068,0.01004160288721323,ok,0.016711963340640068,0.010041603818535805,ok
r_swe,GR-01,0.0,GR-01-A,5.960464477539063e-08,0.0,1,0.6977111101150513,0.9945229291915894,ok,0.6977111101150513,0.9945229887962341,ok
r_swe,GR-01,5.960464477539063e-08,GR-01-B,0.0,0.0,1,0.6482442617416382,0.9507361650466919,ok,0.6482442021369934,0.9507361650466919,ok
r_swe,GR-02,0.0,GR-02-A,0.0,0.0,1,0.296615868806839,1.0932762622833252,ok,0.296615868806839,1.0932762622833252,ok
r_swe,GR-02,0.0,GR-02-B,2.384185791015625e-07,6.21486542361486e-08,1,1.1988321542739868,1.9465463161468506,ok,1.1988321542739868,1.9465465545654297,ok
r_swe,GR-03,0.0,GR-03-A,0.0,0.0,1,0.296615868806839,1.0932762622833252,ok,0.296615868806839,1.0932762622833252,ok
r_swe,GR-03,0.0,GR-03-B,1.1920928955078125e-07,1.4563312661973164e-08,1,0.6394991278648376,1.2661385536193848,ok,0.6394991278648376,1.2661386728286743,ok
