api_cost_usd,attempts,baseline_id,blind,bridge_clean_control_reason,bridge_clean_control_status,compile_status,completion_tokens,covered,effective_rounds,execution_status,expected_model_variant,failure_reason,fault_id,fault_layer,fault_triggered,final_patch,formal_table1_evidence,gradient_status,instance_id,instance_label,layer,low_hint,max_grad_norm_abs_diff,max_loss_abs_diff,max_param_update_rel_l2,model,model_binding_valid,model_id,model_name,model_variant,numerical_status,observed_model_variants,oracle,out_of_scope_edit_count,paired_adapter,paired_evidence_tier,paired_failure_reason,paired_replay_status,paired_steps,passed,patch_count,prompt_tokens,raw_report,real_llm,regression_passed,repair_at_1,repair_at_2,repair_at_4,repair_attempts,repair_round,restore_status,runner_case,runner_error,scope,strict_success,strict_success_paired,strict_success_paired_isolated,task_id,torch4ms_status,torch_status,total_tokens,update_status,validation_status,wall_time_sec,workload_fingerprint
,4,r_exec,True,,pass,,,,4,,mlp,gradient_update_mismatch_remained,GR-05,,True,,True,,GR-05-A,A,gradient_update,False,,,,,True,M2,Image MLP,mlp,,mlp,trainable gradient mapping private probe,,,,"NING] ME(600611:133776742868800,MainProcess):2026-08-31-17:15:25.785.759 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_target' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(600611:133776742868800,MainProcess):2026-08-31-17:15:25.785.988 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_id' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(600611:133776742868800,MainProcess):2026-08-31-17:15:25.786.068 [mindspore/context.py:1578] For 'context.set_context', 'enable_graph_kernel' parameter is deprecated, and will be removed in the next version. Please use jit_config={'jit_level': 'O1'} instead.
INFO:torch4ms.ms_config:Initialized MindSpore with configuration: {'device_target': 'CPU', 'mode': 0, 'device_id': 0, 'enable_graph_kernel': False}
{""case"": ""GR-05"", ""model_variant"": ""mlp"", ""ok"": false, ""expected_trainable_names"": [""2.weight"", ""2.bias""], ""actual_trainable_names"": [""0.weight"", ""0.bias"", ""2.weight"", ""2.bias""], ""frozen_grad_absent"": true, ""first_trainable_grad_present"": false, ""error"": """"}
",torch4ms_core_candidate_failed,,False,0,,,True,False,,,,,,True,,,core_autograd_optimizer,False,False,,,failed,ok,,,,24.84203,999a3b457f2b07623f7c78fe71000ec7c4bc407c8bda810d60a2e4afcd199996
,4,r_exec,True,,pass,,,,4,,transformer,gradient_update_mismatch_remained,GR-05,,True,,True,,GR-05-B,B,gradient_update,False,,,,,True,M3,Transformer Classifier,transformer,,transformer,trainable gradient mapping private probe,,,,"NING] ME(601636:137819073115968,MainProcess):2026-08-31-17:15:42.880.315 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_target' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(601636:137819073115968,MainProcess):2026-08-31-17:15:42.880.486 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_id' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(601636:137819073115968,MainProcess):2026-08-31-17:15:42.880.538 [mindspore/context.py:1578] For 'context.set_context', 'enable_graph_kernel' parameter is deprecated, and will be removed in the next version. Please use jit_config={'jit_level': 'O1'} instead.
INFO:torch4ms.ms_config:Initialized MindSpore with configuration: {'device_target': 'CPU', 'mode': 0, 'device_id': 0, 'enable_graph_kernel': False}
{""case"": ""GR-05"", ""model_variant"": ""mlp"", ""ok"": false, ""expected_trainable_names"": [""2.weight"", ""2.bias""], ""actual_trainable_names"": [""0.weight"", ""0.bias"", ""2.weight"", ""2.bias""], ""frozen_grad_absent"": true, ""first_trainable_grad_present"": false, ""error"": """"}
",torch4ms_core_candidate_failed,,False,0,,,True,False,,,,,,True,,,core_autograd_optimizer,False,False,,,failed,ok,,,,19.758635,055cb04230158116d53db4b0685ac25d050775008bae5ca0bcfbb7cc4850277a
,1,r_exec,True,,pass,,,,1,,mlp,,GR-06,,True,,True,,GR-06-A,A,gradient_update,False,0.0,2.384185791015625e-07,6.21486542361486e-08,,True,M2,Image MLP,mlp,,mlp,candidate trainability and update probe,,torch4ms_gradient_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,GR-06,,candidate,True,True,,,ok,ok,,,verified_restored,20.65126,a1419cf888a0d3dab254a69bd7b0ef06ca6f48375e6e0f4a4c96c6545d2d2af3
,2,r_exec,True,,pass,,,,2,,causal_lm,,GR-06,,True,,True,,GR-06-B,B,gradient_update,False,5.960464477539063e-08,1.1920928955078125e-07,9.781793617066647e-08,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,candidate trainability and update probe,,torch4ms_gradient_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,GR-06,,candidate,True,True,,,ok,ok,,,verified_restored,53.461631,6add30118544d0e5699157b4aeaefe6b285ac390170ded88290369f9ec3c3237
,4,r_exec,True,,pass,,,,4,,transformer,gradient_update_mismatch_remained,GR-07,,True,,True,,GR-07-A,A,gradient_update,False,,,,,True,M3,Transformer Classifier,transformer,,transformer,core trainable gradient order mapping probe,,,,"[WARNING] ME(602282:136554400880448,MainProcess):2026-08-31-17:15:59.388.312 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_target' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(602282:136554400880448,MainProcess):2026-08-31-17:15:59.388.499 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_id' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(602282:136554400880448,MainProcess):2026-08-31-17:15:59.388.555 [mindspore/context.py:1578] For 'context.set_context', 'enable_graph_kernel' parameter is deprecated, and will be removed in the next version. Please use jit_config={'jit_level': 'O1'} instead.
INFO:torch4ms.ms_config:Initialized MindSpore with configuration: {'device_target': 'CPU', 'mode': 0, 'device_id': 0, 'enable_graph_kernel': False}
{""actual_selected_count"": 2, ""error"": """", ""expected_selected_count"": 1, ""model_variant"": ""mlp"", ""ok"": false, ""parameter_width"": 2, ""selected_requires_grad"": [false, true]}
",torch4ms_core_candidate_failed,,False,0,,,True,False,,,,,,True,GR-07,,core_autograd_optimizer,False,False,,,failed,ok,,,,22.582264,a8b2e7886d1ada795b42b2a66c3e1169a3a7ba3ade7d1693a2818aabfbd5d0af
,4,r_exec,True,,pass,,,,4,,causal_lm,gradient_update_mismatch_remained,GR-07,,True,,True,,GR-07-B,B,gradient_update,False,,,,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,core trainable gradient order mapping probe,,,,"[WARNING] ME(603134:136207455840064,MainProcess):2026-08-31-17:16:15.933.220 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_target' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(603134:136207455840064,MainProcess):2026-08-31-17:16:15.933.409 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_id' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
[WARNING] ME(603134:136207455840064,MainProcess):2026-08-31-17:16:15.933.465 [mindspore/context.py:1578] For 'context.set_context', 'enable_graph_kernel' parameter is deprecated, and will be removed in the next version. Please use jit_config={'jit_level': 'O1'} instead.
INFO:torch4ms.ms_config:Initialized MindSpore with configuration: {'device_target': 'CPU', 'mode': 0, 'device_id': 0, 'enable_graph_kernel': False}
{""actual_selected_count"": 2, ""error"": """", ""expected_selected_count"": 1, ""model_variant"": ""mlp"", ""ok"": false, ""parameter_width"": 2, ""selected_requires_grad"": [false, true]}
",torch4ms_core_candidate_failed,,False,0,,,True,False,,,,,,True,GR-07,,core_autograd_optimizer,False,False,,,failed,ok,,,,25.285678,ff78125a9baf6dd1062da7b9c2f44a74122f92e7c9d6fada614b22e4c1179dca
,1,r_exec,True,,pass,,,,1,,cnn,,GR-08,,True,,True,,GR-08-A,A,gradient_update,False,0.0,0.0,0.0,,True,M1,CNN,cnn,,cnn,candidate optimizer param-group coverage probe,,torch4ms_gradient_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,GR-08,,candidate,True,True,,,ok,ok,,,verified_restored,10.221038,44c401e8a96c48d3159a82384a8bf6f0bb95ba6b35364a268169169102703461
,1,r_exec,True,,pass,,,,1,,mlp,,GR-08,,True,,True,,GR-08-B,B,gradient_update,False,0.0,2.384185791015625e-07,6.21486542361486e-08,,True,M2,Image MLP,mlp,,mlp,candidate optimizer param-group coverage probe,,torch4ms_gradient_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,GR-08,,candidate,True,True,,,ok,ok,,,verified_restored,5.476134,8a08613bb0a42da83317e52343daaba2dbc3b84cfd1aafc2dd2f2be5d26d64ed
,1,r_flat,True,,pass,,,,1,,cnn,,EX-01,,True,,True,,EX-01-A,A,execution,False,,,,,True,M1,CNN,cnn,,cnn,candidate tensor boundary type probe,,,torch4ms_bridge_training,AttributeError: 'Tensor' object has no attribute 'value',torch4ms_bridge_candidate_failed,0,True,1,,,True,True,,,,,,True,EX-01,,candidate,True,False,,,failed,ok,,,verified_restored,9.349487,558837dadb785d9bb0ceb874aea730a95f0046cfbc7c80502bdf0738b83b1257
,1,r_flat,True,,pass,,,,1,,mlp,,EX-01,,True,,True,,EX-01-B,B,execution,False,,,,,True,M2,Image MLP,mlp,,mlp,candidate tensor boundary type probe,,,torch4ms_bridge_training,AttributeError: 'Tensor' object has no attribute 'value',torch4ms_bridge_candidate_failed,0,True,1,,,True,True,,,,,,True,EX-01,,candidate,True,False,,,failed,ok,,,verified_restored,6.766136,192f7c1c6597a79387e9157132a96f8d87a56f742abd17974f228ee56b4203a6
,1,r_flat,True,,pass,,,,1,,cnn,,EX-02,,True,,True,,EX-02-A,A,execution,False,1.862645149230957e-09,1.1641532182693481e-10,0.0,,True,M1,CNN,cnn,,cnn,candidate dtype-sensitive matmul probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-02,,candidate,True,True,,,ok,ok,,,verified_restored,9.295464,60055617015b7b534c9105300341330988a9a795223e5f007f4579ed99fce6d6
,1,r_flat,True,,pass,,,,1,,transformer,,EX-02,,True,,True,,EX-02-B,B,execution,False,,,,,True,M3,Transformer Classifier,transformer,,transformer,candidate dtype-sensitive matmul probe,,,torch4ms_bridge_training,"TypeError: For 'MatMulExt', the type of 'x2' should be same as 'x1', but got 'x1' with type Tensor[Float32] and 'x2' with type Tensor[Float16].

----------------------------------------------------
- C++ Call Stack: (For framework developers)
----------------------------------------------------
mindspore/ops/infer/ops_func_impl//matmul_ext.cc:192 InferType
",torch4ms_bridge_candidate_failed,0,True,1,,,True,True,,,,,,True,EX-02,,candidate,True,False,,,failed,ok,,,verified_restored,4.828529,5ada85d964e5ee884873dc558d7385b82e7fae7f918c0b1f2fa4ce95927cb2d0
,1,r_flat,True,,pass,,,,1,,cnn,,EX-03,,True,,True,,EX-03-A,A,execution,False,0.0,9.313225746154785e-10,0.0,,True,M1,CNN,cnn,,cnn,candidate high-rank permutation probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-03,,candidate,True,True,,,ok,ok,,,verified_restored,10.057658,54b7febc9de112b2350f32a352c7728b06028b188646eb864cb6d8219d142f13
,1,r_flat,True,,pass,,,,1,,causal_lm,,EX-03,,True,,True,,EX-03-B,B,execution,False,0.0,9.313225746154785e-10,0.0,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,candidate high-rank permutation probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-03,,candidate,True,True,,,ok,ok,,,verified_restored,10.441432,a399ba4791391e0b4bbde68f90faf61e5d26ab7784f9c92eec4d47ac1b05113e
,1,r_flat,True,,pass,,,,1,,mlp,,EX-04,,True,,True,,EX-04-A,A,execution,False,0.0,5.960464477539063e-08,1.1916382483698346e-07,,True,M2,Image MLP,mlp,,mlp,candidate index dtype probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-04,,candidate,True,True,,,ok,ok,,,verified_restored,3.670148,615cdb78253a74a05430a6fc049e7c66f05be0a270ade12a9a52c2cb6ab92e08
,1,r_flat,True,,pass,,,,1,,transformer,,EX-04,,True,,True,,EX-04-B,B,execution,False,0.0,5.960464477539063e-08,1.1916382483698346e-07,,True,M3,Transformer Classifier,transformer,,transformer,candidate index dtype probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-04,,candidate,True,True,,,ok,ok,,,verified_restored,4.740486,f5ac3428e77cf06b988448345d8664685db979c5ee7ad0ffd50ed78f73e54921
,1,r_flat,True,,pass,,,,1,,mlp,,EX-05,,True,,True,,EX-05-A,A,execution,False,0.0,0.0,0.0,,True,M2,Image MLP,mlp,,mlp,candidate input container contract probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-05,,candidate,True,True,,,ok,ok,,,verified_restored,10.328318,0ed6b9f6bc9277aa2a5ec7d62580351a35a126cc0cafc3744424d15b747551aa
,1,r_flat,True,,pass,,,,1,,causal_lm,,EX-05,,True,,True,,EX-05-B,B,execution,False,0.0,0.0,0.0,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,candidate input container contract probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-05,,candidate,True,True,,,ok,ok,,,verified_restored,6.16593,080db4534e539eb5c08ffc269f82d72aa82f399eda02dd14884bd3832019d1a9
,0,r_flat,True,,pass,,,,0,,transformer,wrong_root_cause_hypothesis,EX-06,,True,,True,,EX-06-A,A,execution,False,,,,,True,M3,Transformer Classifier,transformer,,transformer,tensor boundary type probe,,,,"TypeError: expected Tensor as element 0 in argument 0, but got Tensor",torch4ms_core_candidate_failed,,False,1,,,True,False,,,,,,True,,,core_operator,False,False,,,failed,ok,,,,67.627235,7ffd4b1bc0dca578b52bc8d874cdba8d0a9dbe0a254afdb68f4d4edc98602336
,0,r_flat,True,,pass,,,,0,,causal_lm,wrong_root_cause_hypothesis,EX-06,,True,,True,,EX-06-B,B,execution,False,,,,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,tensor boundary type probe,,,,"TypeError: expected Tensor as element 0 in argument 0, but got Tensor",torch4ms_core_candidate_failed,,False,1,,,True,False,,,,,,True,,,core_operator,False,False,,,failed,ok,,,,56.571463,5e2cab9fa91200f5b723823c8c32e65bfb2533c634c80c99e774fc75a2a4ef7d
,4,r_flat,True,,pass,,,,4,,cnn,repair_budget_exhausted,EX-07,,True,,True,,EX-07-A,A,execution,False,,,,,True,M1,CNN,cnn,,cnn,BF16 embedding private probe,,,,"TypeError: For 'MatMulExt', the type of 'x2' should be same as 'x1', but got 'x1' with type Tensor[Float32] and 'x2' with type Tensor[BFloat16].

----------------------------------------------------
- C++ Call Stack: (For framework developers)
----------------------------------------------------
mindspore/ops/infer/ops_func_impl//matmul_ext.cc:192 InferType
",torch4ms_core_candidate_failed,,False,1,,,True,False,,,,,,True,EX-07,,core_operator,False,False,,,failed,ok,,,,74.923663,bbae79084a4ab17e700298d1a0efaa9584972dd4ea7cf28b0bf14be0bd18b8dd
,4,r_flat,True,,pass,,,,4,,mlp,repair_budget_exhausted,EX-07,,True,,True,,EX-07-B,B,execution,False,,,,,True,M2,Image MLP,mlp,,mlp,BF16 embedding private probe,,,,"TypeError: For primitive[OneHot], the input argument[off_value] must be a type of {Tensor[Float16], Tensor[Float32], Tensor[Int32], Tensor[Int64]}, but got Tensor[BFloat16].

----------------------------------------------------
- C++ Call Stack: (For framework developers)
----------------------------------------------------
mindspore/core/utils/check_convert_utils.cc:1042 CheckTensorSubClass
",torch4ms_core_candidate_failed,,False,0,,,True,False,,,,,,True,EX-07,,core_operator,False,False,,,failed,ok,,,,59.493173,a5310619c732cdd3fb2542818e474252608d91a4b07e2958117ba5b695e6feb6
,4,r_flat,True,,pass,,,,4,,cnn,repair_budget_exhausted,EX-08,,True,,True,,EX-08-A,A,execution,False,,,,,True,M1,CNN,cnn,,cnn,SDPA boundary private probe,,,,"ValueError: For 'Transpose', size of perm should equal to rank of x, but got 2 and 4!

----------------------------------------------------
- C++ Call Stack: (For framework developers)
----------------------------------------------------
mindspore/ops/view/transpose_strides_calc.cc:61 TransposeBasicTypeCalc
",torch4ms_core_candidate_failed,,False,0,,,True,False,,,,,,True,EX-08,,core_operator,False,False,,,failed,ok,,,,151.228315,5173c6d934fbd97026e048191db713fddcf8f2e4c390867c2a9548aa74f9e2ff
,4,r_flat,True,,pass,,,,4,,transformer,repair_budget_exhausted,EX-08,,True,,True,,EX-08-B,B,execution,False,,,,,True,M3,Transformer Classifier,transformer,,transformer,SDPA boundary private probe,,,,"ValueError: For 'Transpose', size of perm should equal to rank of x, but got 2 and 4!

----------------------------------------------------
- C++ Call Stack: (For framework developers)
----------------------------------------------------
mindspore/ops/view/transpose_strides_calc.cc:61 TransposeBasicTypeCalc
",torch4ms_core_candidate_failed,,False,1,,,True,False,,,,,,True,EX-08,,core_operator,False,False,,,failed,ok,,,,167.175232,3aa958c81c3b7bf9530449b1eb06f8c4d870f2a98897c4995c109ee2cefb6c71
,1,r_flat,True,,pass,,,,1,,cnn,,EX-09,,True,,True,,EX-09-A,A,execution,False,1.1641532182693481e-10,1.0913936421275139e-11,0.0,,True,M1,CNN,cnn,,cnn,core overload registry contract probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-09,,core_operator,True,True,,,ok,ok,,,verified_restored,7.721881,731f0c8d1b62499276018c1acb2325d87d1b8069aa0914a13b52532bd0804d9c
,1,r_flat,True,,pass,,,,1,,causal_lm,,EX-09,,True,,True,,EX-09-B,B,execution,False,1.1641532182693481e-10,1.0913936421275139e-11,0.0,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,core overload registry contract probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-09,,core_operator,True,True,,,ok,ok,,,verified_restored,11.539467,9d9265eb0c8a3218e777a229806befaab4aedd2afa11ec3d673115fc2042aa34
,1,r_flat,True,,pass,,,,1,,mlp,,EX-10,,True,,True,,EX-10-A,A,execution,False,0.3640214204788208,4.977618455886841,0.3338930080448045,,True,M2,Image MLP,mlp,,mlp,core tuple/Tensor return protocol probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-10,,core_operator,True,False,,,ok,ok,,,verified_restored,10.849254,032aa663b90d2e6a8d4d7fe85aefa23b79361d87932cd7c301642b91172afe17
,1,r_flat,True,,pass,,,,1,,transformer,,EX-10,,True,,True,,EX-10-B,B,execution,False,0.0,9.5367431640625e-07,0.0,,True,M3,Transformer Classifier,transformer,,transformer,core tuple/Tensor return protocol probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,EX-10,,core_operator,True,True,,,ok,ok,,,verified_restored,7.924967,759c1cc283f0cf31c073dea4980aee2f0f934bdf77e0beecdf561b1efb438fa9
,1,r_flat,True,,pass,,,,1,,mlp,,NU-01,,True,,True,,NU-01-A,A,numerical,False,0.0,2.9802322387695312e-08,3.812015052122635e-07,,True,M2,Image MLP,mlp,,mlp,candidate residual numeric probe,,torch4ms_model_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,NU-01,,candidate,True,True,,,ok,ok,,,verified_restored,15.652753,e9524ef2c561cf7df8094341ff26fb99f19e65c2990310442e034ecb2dc96005
,3,r_flat,True,,pass,,,,3,,causal_lm,,NU-01,,True,,True,,NU-01-B,B,numerical,False,0.0,0.0,0.0,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,candidate residual numeric probe,,torch4ms_model_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,NU-01,,candidate,True,True,,,ok,ok,,,verified_restored,36.038159,bc53ff5c22beaf0e7b28d32b2a751b60b778520ea46756ea30e36774a0209748
,1,r_flat,True,,pass,,,,1,,transformer,,NU-02,,True,,True,,NU-02-A,A,numerical,False,0.034479223540984094,0.1735866442322731,276.2401502251366,,True,M3,Transformer Classifier,transformer,,transformer,paired numeric softmax probe,,torch4ms_model_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,,,candidate,True,False,,,ok,ok,,,verified_restored,5.215611,776e2be4f443ac3f1c13f77972d93dbf7420c3bd50e592e9ab7ba869c446d1ae
,1,r_flat,True,,pass,,,,1,,causal_lm,,NU-02,,True,,True,,NU-02-B,B,numerical,False,8.903809793991968e-05,0.16663291305303574,1.0,,True,M4,Tiny Causal LM,causal_lm,,causal_lm,paired numeric softmax probe,,torch4ms_model_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,,,candidate,True,False,,,ok,ok,,,verified_restored,7.543448,f1a9d6afadb277898457f776927cb08c384d498947dee584605fbfd45bb8d9e8
,4,r_flat,True,,pass,,,,4,,cnn,repair_budget_exhausted,NU-03,,True,,True,,NU-03-A,A,numerical,False,,,,,True,M1,CNN,cnn,,cnn,boolean SDPA mask private probe,,,,"ntext', 'enable_graph_kernel' parameter is deprecated, and will be removed in the next version. Please use jit_config={'jit_level': 'O1'} instead.
INFO:torch4ms.ms_config:Initialized MindSpore with configuration: {'device_target': 'CPU', 'mode': 0, 'device_id': 0, 'enable_graph_kernel': False}
WARNING:root:Duplicate op registration for aten.reshape
WARNING:root:Duplicate op registration for aten.narrow
WARNING:root:Duplicate op registration for aten.select
WARNING:root:Duplicate op registration for aten.index_select
WARNING:root:Duplicate op registration for aten.masked_fill
WARNING:root:Duplicate op registration for aten.scatter
WARNING:root:Duplicate op registration for aten.scatter_add
[WARNING] ME(612764:133039929505600,MainProcess):2026-08-31-17:18:32.980.907 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_target' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
{""case"": ""NU-03"", ""model_variant"": ""mlp"", ""ok"": false, ""finite"": true, ""max_abs_diff"": 1.0624159574508667, ""expected_shape"": [1, 2, 3, 5], ""actual_shape"": [1, 2, 3, 5], ""expected_dtype"": ""torch.float32"", ""actual_dtype"": ""torch.float32""}
",torch4ms_core_candidate_failed,,False,1,,,True,False,,,,,,True,NU-03,,core_operator,False,False,,,failed,ok,,,,167.332105,aeaed5134701585666b964215ea81d2e11be22fe4c78838d98c7be3769128061
,4,r_flat,True,,pass,,,,4,,mlp,repair_budget_exhausted,NU-03,,True,,True,,NU-03-B,B,numerical,False,,,,,True,M2,Image MLP,mlp,,mlp,boolean SDPA mask private probe,,,,"ntext', 'enable_graph_kernel' parameter is deprecated, and will be removed in the next version. Please use jit_config={'jit_level': 'O1'} instead.
INFO:torch4ms.ms_config:Initialized MindSpore with configuration: {'device_target': 'CPU', 'mode': 0, 'device_id': 0, 'enable_graph_kernel': False}
WARNING:root:Duplicate op registration for aten.reshape
WARNING:root:Duplicate op registration for aten.narrow
WARNING:root:Duplicate op registration for aten.select
WARNING:root:Duplicate op registration for aten.index_select
WARNING:root:Duplicate op registration for aten.masked_fill
WARNING:root:Duplicate op registration for aten.scatter
WARNING:root:Duplicate op registration for aten.scatter_add
[WARNING] ME(614454:134047100983104,MainProcess):2026-08-31-17:18:52.891.214 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_target' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
{""case"": ""NU-03"", ""model_variant"": ""mlp"", ""ok"": false, ""finite"": true, ""max_abs_diff"": 1.0624159574508667, ""expected_shape"": [1, 2, 3, 5], ""actual_shape"": [1, 2, 3, 5], ""expected_dtype"": ""torch.float32"", ""actual_dtype"": ""torch.float32""}
",torch4ms_core_candidate_failed,,False,1,,,True,False,,,,,,True,NU-03,,core_operator,False,False,,,failed,ok,,,,137.158441,e5f3f00ecfcdf834e5ecbf4dcc46d7a2f4d6cb54501eebcef2e6f11044d077e6
,1,r_flat,True,,pass,,,,1,,cnn,,NU-04,,True,,True,,NU-04-A,A,numerical,False,0.0,0.0,0.0,,True,M1,CNN,cnn,,cnn,core mask fill value numeric probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,NU-04,,core_operator,True,True,,,ok,ok,,,verified_restored,6.902463,3f22c2627ab6dd996bb04f59c2db240e90456fc5c0af331981008dd351287b63
,1,r_flat,True,,pass,,,,1,,transformer,,NU-04,,True,,True,,NU-04-B,B,numerical,False,0.0,0.0,0.0,,True,M3,Transformer Classifier,transformer,,transformer,core mask fill value numeric probe,,torch4ms_operator_training_bridge,torch4ms_bridge_training,,measured_torch4ms_bridge_replay,1,True,1,,,True,True,,,,,,True,NU-04,,core_operator,True,True,,,ok,ok,,,verified_restored,8.844654,85673f2b4c5a286e8e9fb18741cb770f4d9906af2e392d73bd2cc8f360c8eba0
,4,r_flat,True,,pass,,,,4,,cnn,repair_budget_exhausted,NU-05,,True,,True,,NU-05-A,A,numerical,False,,,,,True,M1,CNN,cnn,,cnn,SDPA scaling private probe,,,,"ss):2026-08-31-17:19:12.835.943 [mindspore/context.py:1578] For 'context.set_context', 'enable_graph_kernel' parameter is deprecated, and will be removed in the next version. Please use jit_config={'jit_level': 'O1'} instead.
INFO:torch4ms.ms_config:Initialized MindSpore with configuration: {'device_target': 'CPU', 'mode': 0, 'device_id': 0, 'enable_graph_kernel': False}
WARNING:root:Duplicate op registration for aten.reshape
WARNING:root:Duplicate op registration for aten.narrow
WARNING:root:Duplicate op registration for aten.select
WARNING:root:Duplicate op registration for aten.index_select
WARNING:root:Duplicate op registration for aten.masked_fill
WARNING:root:Duplicate op registration for aten.scatter
WARNING:root:Duplicate op registration for aten.scatter_add
[WARNING] ME(615415:128673430087488,MainProcess):2026-08-31-17:19:12.915.902 [mindspore/context.py:1334] For 'context.set_context', the parameter 'device_target' will be deprecated and removed in a future version. Please use the api mindspore.set_device() instead.
{""case"": ""NU-05"", ""model_variant"": ""mlp"", ""ok"": false, ""finite"": true, ""max_abs_diff"": 0.38156890869140625, ""expected_shape"": [2, 3], ""actual_shape"": [2, 3]}
",torch4ms_core_candidate_failed,,False,1,,,True,False,,,,,,True,NU-05,,core_operator,False,False,,,failed,ok,,,,130.29544,4d897c2c009b3ac1d35b7982b32ba2d33d3ee95d6322d70289d36255ab43c80f
