model,seed,step,torch_status,torch4ms_status,torch_loss,torch4ms_loss,loss_abs_diff,loss_rel_diff,torch_grad_norm,torch4ms_grad_norm,grad_norm_abs_diff,grad_norm_rel_diff,param_update_rel_l2,param_update_cosine
cnn,300,27,ok,ok,1.795408844947815,1.7954117059707642,2.86102294921875e-06,1.5935191575860973e-06,0.4589955806732178,0.4589955508708954,2.9802322387695312e-08,6.492943209602076e-08,2.9990522502481404e-06,1.0000001889284358
cnn,300,28,ok,ok,1.7898285388946533,1.7898313999176025,2.86102294921875e-06,1.5984874046518915e-06,0.45774540305137634,0.45774543285369873,2.9802322387695312e-08,6.510676076416587e-08,2.4539191323913613e-06,1.0000001082696395
cnn,300,29,ok,ok,1.795412540435791,1.7954154014587402,2.86102294921875e-06,1.593515877659412e-06,0.29230445623397827,0.29230445623397827,0.0,0.0,3.917934049148952e-06,0.9999999704341573
cnn,300,30,ok,ok,1.795449137687683,1.7954519987106323,2.86102294921875e-06,1.593483396533762e-06,0.29198595881462097,0.29198595881462097,0.0,0.0,4.248391766763629e-06,1.0000000307507197
cnn,300,31,ok,ok,1.7935763597488403,1.7935792207717896,2.86102294921875e-06,1.5951472430571715e-06,0.45826631784439087,0.4582662880420685,2.9802322387695312e-08,6.503275765035606e-08,2.589177731589852e-06,1.0000000583244246
cnn,300,32,ok,ok,1.7793903350830078,1.779393196105957,2.86102294921875e-06,1.607864386286203e-06,0.4534108340740204,0.4534108638763428,2.9802322387695312e-08,6.572917581397696e-08,2.970975111854931e-06,1.0000001234705111
cnn,300,33,ok,ok,1.7938814163208008,1.79388427734375,2.86102294921875e-06,1.5948759824436052e-06,0.4602760076522827,0.4602759778499603,2.9802322387695312e-08,6.474880700323096e-08,2.954914264458263e-06,1.0000000156029651
cnn,300,34,ok,ok,1.80282461643219,1.8028274774551392,2.86102294921875e-06,1.586964357375645e-06,0.4615258574485779,0.4615258574485779,0.0,0.0,3.535161311182703e-06,0.999999937366888
cnn,300,35,ok,ok,1.7925406694412231,1.7925435304641724,2.86102294921875e-06,1.5960688823427896e-06,0.45833736658096313,0.45833736658096313,0.0,0.0,3.3447719479532684e-06,1.000000006881317
cnn,300,36,ok,ok,1.7858662605285645,1.7858692407608032,2.9802322387695312e-06,1.668785245161574e-06,0.28641319274902344,0.28641319274902344,0.0,0.0,4.652409846176397e-06,0.9999999830709823
cnn,300,37,ok,ok,1.8103406429290771,1.8103435039520264,2.86102294921875e-06,1.5803757369654232e-06,0.4650017321109772,0.4650017321109772,0.0,0.0,2.8457967655360905e-06,1.0000000619852676
cnn,300,38,ok,ok,1.7846063375473022,1.7846091985702515,2.86102294921875e-06,1.603164968280379e-06,0.286342978477478,0.2863430082798004,2.9802322387695312e-08,1.0407909928282215e-07,3.8950388359767225e-06,1.0000000821174844
cnn,300,39,ok,ok,1.7981115579605103,1.79811429977417,2.7418136596679688e-06,1.5248272370740396e-06,0.2939070761203766,0.2939070761203766,0.0,0.0,4.3028680179177766e-06,0.9999999926169018
cnn,300,40,ok,ok,1.8125935792922974,1.8125956058502197,2.0265579223632812e-06,1.1180419481446883e-06,0.4662894308567047,0.4662894010543823,2.9802322387695312e-08,6.391378490595438e-08,2.0279828758348214e-06,1.0000000897075736
cnn,300,41,ok,ok,1.79494309425354,1.79494309425354,0.0,0.0,0.2916724979877472,0.2916724681854248,2.9802322387695312e-08,1.0217734820149987e-07,1.2970299880931927e-06,1.000000050947405
cnn,300,42,ok,ok,1.8015835285186768,1.8015835285186768,0.0,0.0,0.4610961675643921,0.4610961675643921,0.0,0.0,2.2582610184267575e-07,1.0000000388238566
cnn,300,43,ok,ok,1.806067943572998,1.8060678243637085,1.1920928955078125e-07,6.600487538411537e-08,0.46320295333862305,0.46320295333862305,0.0,0.0,5.088980972826012e-07,0.9999999093947497
cnn,300,44,ok,ok,1.8034706115722656,1.8034706115722656,0.0,0.0,0.4639985263347626,0.46399855613708496,2.9802322387695312e-08,6.422934294409838e-08,7.30626633221311e-07,0.9999998776608224
cnn,300,45,ok,ok,1.7948698997497559,1.7948697805404663,1.1920928955078125e-07,6.641667430458421e-08,0.4582861661911011,0.4582861661911011,0.0,0.0,1.1360263911481038e-07,1.0000000102139346
cnn,300,46,ok,ok,1.7796298265457153,1.7796297073364258,1.1920928955078125e-07,6.698544145114045e-08,0.45310887694358826,0.45310890674591064,2.9802322387695312e-08,6.577297851354647e-08,4.7375863354960706e-07,1.000000123174371
cnn,300,47,ok,ok,1.8070611953735352,1.8070610761642456,1.1920928955078125e-07,6.596859578191521e-08,0.46392208337783813,0.46392202377319336,5.960464477539063e-08,1.2847986097451203e-07,5.616823581713687e-07,1.0000001603217712
cnn,300,48,ok,ok,1.794681191444397,1.794681191444397,0.0,0.0,0.45886197686195374,0.45886191725730896,5.960464477539063e-08,1.2989667433987972e-07,3.4145737126557975e-07,1.0000000600578878
cnn,300,49,ok,ok,1.767521619796753,1.7675215005874634,1.1920928955078125e-07,6.744431763413966e-08,0.44966956973075867,0.4496695399284363,2.9802322387695312e-08,6.627604888972044e-08,7.490046550525349e-07,0.9999998881636175
cnn,300,50,ok,ok,1.808173418045044,1.808173418045044,0.0,0.0,0.2995399534702301,0.2995399534702301,0.0,0.0,7.655459908362202e-07,1.0000001282438709
cnn,301,1,ok,ok,1.8021221160888672,1.802122950553894,8.344650268554688e-07,4.6304555779559357e-07,0.4634261131286621,0.4634261131286621,0.0,0.0,1.3409285683340582e-06,1.0000000100210906
cnn,301,2,ok,ok,1.8065791130065918,1.8065791130065918,0.0,0.0,0.6849761605262756,0.6849761605262756,0.0,0.0,5.491424323399878e-07,0.9999999787884339
cnn,301,3,ok,ok,1.7997488975524902,1.7997486591339111,2.384185791015625e-07,1.3247324636553026e-07,0.5846289992332458,0.5846290588378906,5.960464477539063e-08,1.0195292874061217e-07,1.5930143136318616e-07,0.9999998345544865
cnn,301,4,ok,ok,1.7887921333312988,1.7887943983078003,2.2649765014648438e-06,1.2662028143690028e-06,0.46080145239830017,0.46080148220062256,2.9802322387695312e-08,6.467497076044572e-08,2.10847844979824e-06,0.9999999040279814
cnn,301,5,ok,ok,1.7994261980056763,1.7994261980056763,0.0,0.0,0.6837436556816101,0.6837436556816101,0.0,0.0,5.44837356174005e-07,1.0000001270863035
cnn,301,6,ok,ok,1.8061156272888184,1.8061156272888184,0.0,0.0,0.29921671748161316,0.29921668767929077,2.9802322387695312e-08,9.960112736524043e-08,1.2927328234734792e-06,1.0000001859854237
cnn,301,7,ok,ok,1.7684226036071777,1.7684226036071777,0.0,0.0,0.45171552896499634,0.45171552896499634,0.0,0.0,1.1899948992535213e-06,0.9999999348319762
cnn,301,8,ok,ok,1.7868614196777344,1.786862850189209,1.430511474609375e-06,8.005715013090678e-07,0.4612182080745697,0.4612181782722473,2.9802322387695312e-08,6.461653478970387e-08,2.1508684032658306e-06,1.0000000024685836
cnn,301,9,ok,ok,1.805755853652954,1.8057557344436646,1.1920928955078125e-07,6.601628304824642e-08,0.2993115186691284,0.2993115484714508,2.9802322387695312e-08,9.956957070280883e-08,1.5588103327885537e-07,1.0000000589810596
cnn,301,10,ok,ok,1.824828028678894,1.8248287439346313,7.152557373046875e-07,3.9195773284592085e-07,0.5919167399406433,0.5919167399406433,0.0,0.0,1.073716437254073e-06,1.0000000305099712
cnn,301,11,ok,ok,1.8376851081848145,1.837684988975525,1.1920928955078125e-07,6.486926896226036e-08,0.6934623718261719,0.6934623718261719,0.0,0.0,5.539892023811194e-07,0.9999999280711321
cnn,301,12,ok,ok,1.7898072004318237,1.7898072004318237,0.0,0.0,0.29247286915779114,0.29247283935546875,2.9802322387695312e-08,1.0189773319321716e-07,1.3439301667430716e-06,1.0000000772980722
cnn,301,13,ok,ok,1.8036853075027466,1.8036853075027466,0.0,0.0,0.4632249176502228,0.4632249176502228,0.0,0.0,9.064826915131173e-07,0.99999997421342
cnn,301,14,ok,ok,1.7887163162231445,1.7887163162231445,0.0,0.0,0.6816707253456116,0.6816707253456116,0.0,0.0,3.294220001838263e-07,0.9999999393390506
cnn,301,15,ok,ok,1.7888827323913574,1.7888826131820679,1.1920928955078125e-07,6.66389626286032e-08,0.29009154438972473,0.29009154438972473,0.0,0.0,1.4379952670588175e-06,1.0000000377693192
cnn,301,16,ok,ok,1.7989490032196045,1.7989490032196045,0.0,0.0,0.29619261622428894,0.29619261622428894,0.0,0.0,1.4149413880181977e-06,0.9999998714090705
cnn,301,17,ok,ok,1.8040270805358887,1.8040270805358887,0.0,0.0,0.29889217019081116,0.29889217019081116,0.0,0.0,1.3064235935352725e-06,1.0000001266026795
cnn,301,18,ok,ok,1.8141928911209106,1.8141928911209106,0.0,0.0,0.4673987030982971,0.46739867329597473,2.9802322387695312e-08,6.376209901769386e-08,1.2282996313825415e-06,0.9999998293246878
cnn,301,19,ok,ok,1.792688250541687,1.7926883697509766,1.1920928955078125e-07,6.649749703421163e-08,0.29094046354293823,0.29094046354293823,0.0,0.0,1.4044667558295517e-06,1.0000000400365672
cnn,301,20,ok,ok,1.7951524257659912,1.7951524257659912,0.0,0.0,0.29410088062286377,0.29410088062286377,0.0,0.0,3.5404524933229827e-07,1.000000084839378
cnn,301,21,ok,ok,1.8212099075317383,1.8212097883224487,1.1920928955078125e-07,6.545609545488582e-08,0.6897264122962952,0.6897264122962952,0.0,0.0,3.2422503257751094e-07,1.0000001027748755
cnn,301,22,ok,ok,1.791607141494751,1.7916070222854614,1.1920928955078125e-07,6.653762802671352e-08,0.45971307158470154,0.45971307158470154,0.0,0.0,1.4678884953223533e-06,1.0000001040410735
cnn,301,23,ok,ok,1.8030741214752197,1.8030741214752197,0.0,0.0,0.46314311027526855,0.46314311027526855,0.0,0.0,8.19909191434275e-07,1.0000000893463337
cnn,301,24,ok,ok,1.8060921430587769,1.8060920238494873,1.1920928955078125e-07,6.600399099731964e-08,0.4666074514389038,0.4666074514389038,0.0,0.0,2.444522562078295e-07,1.0000001811153594
cnn,301,25,ok,ok,1.7883903980255127,1.7883903980255127,0.0,0.0,0.9194564819335938,0.9194564819335938,0.0,0.0,5.662314710008663e-08,1.0000000605079038
cnn,301,26,ok,ok,1.793743371963501,1.7937432527542114,1.1920928955078125e-07,6.645838608467728e-08,0.29309970140457153,0.29309967160224915,2.9802322387695312e-08,1.0167981149376388e-07,1.3598940293948477e-06,0.999999959567792
cnn,301,27,ok,ok,1.7967149019241333,1.7967147827148438,1.1920928955078125e-07,6.634847266147676e-08,0.2956201434135437,0.2956201434135437,0.0,0.0,9.615907634899932e-07,0.9999999558567606
cnn,301,28,ok,ok,1.8057022094726562,1.8057020902633667,1.1920928955078125e-07,6.601824427384157e-08,0.29901736974716187,0.2990173399448395,2.9802322387695312e-08,9.966752905657308e-08,1.3598948996037618e-06,0.9999999520557911
cnn,301,29,ok,ok,1.783878207206726,1.7838780879974365,1.1920928955078125e-07,6.682591281690936e-08,0.45742690563201904,0.45742690563201904,0.0,0.0,1.239497843782652e-06,1.0000000367824748
cnn,301,30,ok,ok,1.782769799232483,1.7827696800231934,1.1920928955078125e-07,6.686746073559422e-08,0.45673006772994995,0.45673003792762756,2.9802322387695312e-08,6.525150081714455e-08,9.147848934000494e-07,0.9999999254504838
cnn,301,31,ok,ok,1.7715392112731934,1.7715389728546143,2.384185791015625e-07,1.3458272759890687e-07,0.45306816697120667,0.45306816697120667,0.0,0.0,9.507119127566782e-07,0.9999999953289216
cnn,301,32,ok,ok,1.7994909286499023,1.7994909286499023,0.0,0.0,0.4648202955722809,0.46482032537460327,2.9802322387695312e-08,6.411579003925297e-08,9.209017257006875e-07,0.9999999670713254
cnn,301,33,ok,ok,1.7859963178634644,1.7859961986541748,1.1920928955078125e-07,6.674666031416451e-08,0.46435779333114624,0.46435782313346863,2.9802322387695312e-08,6.417964962147164e-08,8.026371109059943e-07,0.9999999166440665
cnn,301,34,ok,ok,1.800869107246399,1.8008689880371094,1.1920928955078125e-07,6.619542146128379e-08,0.4628746509552002,0.4628746807575226,2.9802322387695312e-08,6.43852939610393e-08,1.1428962386177426e-06,0.9999999656003734
cnn,301,35,ok,ok,1.7851115465164185,1.785111427307129,1.1920928955078125e-07,6.67797425787839e-08,0.45742759108543396,0.45742759108543396,0.0,0.0,1.6295952363146042e-06,1.0000000403116913
cnn,301,36,ok,ok,1.7896195650100708,1.7896196842193604,1.1920928955078125e-07,6.661152120864207e-08,0.29081887006759644,0.29081887006759644,0.0,0.0,8.068338712244276e-08,0.9999998223051468
cnn,301,37,ok,ok,1.804790735244751,1.8047908544540405,1.1920928955078125e-07,6.605158113284142e-08,0.2994178831577301,0.2994178533554077,2.9802322387695312e-08,9.953420975859272e-08,1.3932043957619178e-06,0.9999999450591434
cnn,301,38,ok,ok,1.7707016468048096,1.7707016468048096,0.0,0.0,0.5747592449188232,0.5747592449188232,0.0,0.0,8.921237939733312e-07,1.000000164268129
cnn,301,39,ok,ok,1.7969889640808105,1.796988844871521,1.1920928955078125e-07,6.633835373149259e-08,0.46181726455688477,0.4618172347545624,2.9802322387695312e-08,6.453271602197623e-08,8.330125231581947e-07,0.9999999809572157
cnn,301,40,ok,ok,1.7742351293563843,1.7742351293563843,0.0,0.0,0.4525053799152374,0.4525054097175598,2.9802322387695312e-08,6.586069856335424e-08,4.1343512351142893e-07,1.0000000900066166
cnn,301,41,ok,ok,1.765737771987915,1.7657376527786255,1.1920928955078125e-07,6.751245368476895e-08,0.5733226537704468,0.5733226537704468,0.0,0.0,3.305866528892292e-07,1.0000000453709272
cnn,301,42,ok,ok,1.8287813663482666,1.8287813663482666,0.0,0.0,0.5928597450256348,0.5928598046302795,5.960464477539063e-08,1.0053750365579498e-07,9.973968870421645e-07,1.000000084916486
cnn,301,43,ok,ok,1.8026180267333984,1.8026180267333984,0.0,0.0,0.2973578870296478,0.2973578870296478,0.0,0.0,2.2146528659135596e-07,0.9999998810130664
cnn,301,44,ok,ok,1.7842118740081787,1.7842119932174683,1.1920928955078125e-07,6.681341118877428e-08,0.4589283764362335,0.45892834663391113,2.9802322387695312e-08,6.49389401874047e-08,8.443984307443613e-07,1.0000000213389795
cnn,301,45,ok,ok,1.7710283994674683,1.7710283994674683,0.0,0.0,0.4512549340724945,0.4512549340724945,0.0,0.0,8.3358816296669e-07,1.000000114265825
cnn,301,46,ok,ok,1.7996251583099365,1.799625039100647,1.1920928955078125e-07,6.624117750317129e-08,0.5821802020072937,0.5821802020072937,0.0,0.0,3.322152794914335e-07,1.0000000736294066
cnn,301,47,ok,ok,1.7902820110321045,1.7902820110321045,0.0,0.0,0.5817854404449463,0.5817854404449463,0.0,0.0,7.217486055058167e-07,1.00000009401554
cnn,301,48,ok,ok,1.8047754764556885,1.804775357246399,1.1920928955078125e-07,6.605214394030365e-08,0.4650725722312927,0.4650725722312927,0.0,0.0,8.078344752268831e-07,1.000000137247813
cnn,301,49,ok,ok,1.8008759021759033,1.8008757829666138,1.1920928955078125e-07,6.61951716976983e-08,0.2964861989021301,0.29648616909980774,2.9802322387695312e-08,1.0051841366664435e-07,7.766637273251095e-07,1.000000150351007
cnn,301,50,ok,ok,1.7973140478134155,1.7973140478134155,0.0,0.0,0.4622984230518341,0.4622984230518341,0.0,0.0,8.367046924935418e-07,1.0000000761815397
cnn,302,1,ok,ok,1.7679340839385986,1.767933964729309,1.1920928955078125e-07,6.742858267951208e-08,0.575639009475708,0.575639009475708,0.0,0.0,3.848147429184012e-07,0.9999999943665647
cnn,302,2,ok,ok,1.7937259674072266,1.7937257289886475,2.384185791015625e-07,1.3291806186325602e-07,0.46193215250968933,0.46193212270736694,2.9802322387695312e-08,6.451666597741362e-08,1.1563355944799748e-06,1.0000001084542225
cnn,302,3,ok,ok,1.7966575622558594,1.7966574430465698,1.1920928955078125e-07,6.635059014868902e-08,0.2931865155696869,0.2931864857673645,2.9802322387695312e-08,1.0164970353355717e-07,9.958448333753164e-07,0.9999999251478069
cnn,302,4,ok,ok,1.7943651676177979,1.7943650484085083,1.1920928955078125e-07,6.643535647152787e-08,0.29251447319984436,0.29251447319984436,0.0,0.0,1.213843386344461e-06,0.999999793394392
cnn,302,5,ok,ok,1.8059046268463135,1.8059046268463135,0.0,0.0,0.4667312502861023,0.4667312502861023,0.0,0.0,6.841074459569447e-07,1.0000000236046378
cnn,302,6,ok,ok,1.8067971467971802,1.8067971467971802,0.0,0.0,0.5881728529930115,0.5881728529930115,0.0,0.0,7.574429567019696e-07,1.0000000693481559
cnn,302,7,ok,ok,1.7897497415542603,1.7897496223449707,1.1920928955078125e-07,6.660668069003722e-08,0.45915400981903076,0.45915403962135315,2.9802322387695312e-08,6.490702425763727e-08,9.678801176325672e-07,0.9999999623559078
cnn,302,8,ok,ok,1.794238805770874,1.7942386865615845,1.1920928955078125e-07,6.644003527700113e-08,0.46467456221580505,0.46467456221580505,0.0,0.0,1.0330509052968645e-06,1.000000119198709
cnn,302,9,ok,ok,1.7930455207824707,1.7930455207824707,0.0,0.0,0.4602900743484497,0.4602900445461273,2.9802322387695312e-08,6.474682824712466e-08,6.653292307130034e-07,0.9999999701272174
cnn,302,10,ok,ok,1.7962334156036377,1.7962332963943481,1.1920928955078125e-07,6.63662575894793e-08,0.2952841520309448,0.2952841520309448,0.0,0.0,1.1268886750376498e-06,0.9999999494879005
cnn,302,11,ok,ok,1.7783572673797607,1.7783570289611816,2.384185791015625e-07,1.3406674995786953e-07,0.676398515701294,0.676398515701294,0.0,0.0,3.4593808295043366e-07,1.000000031065955
cnn,302,12,ok,ok,1.798813819885254,1.7988137006759644,1.1920928955078125e-07,6.62710549768767e-08,0.6877810955047607,0.6877810955047607,0.0,0.0,4.5968882511408637e-07,0.9999999737369503
cnn,302,13,ok,ok,1.7905913591384888,1.7905913591384888,0.0,0.0,0.45989760756492615,0.45989757776260376,2.9802322387695312e-08,6.480208180575926e-08,3.797129142505552e-07,1.0000000432030367
cnn,302,14,ok,ok,1.7971986532211304,1.7971986532211304,0.0,0.0,0.6820946931838989,0.6820946931838989,0.0,0.0,3.6922278976426187e-07,0.9999999695812268
cnn,302,15,ok,ok,1.7999211549758911,1.7999210357666016,1.1920928955078125e-07,6.623028415507344e-08,0.683784008026123,0.683784008026123,0.0,0.0,4.619606662770676e-07,0.9999999614756339
cnn,302,16,ok,ok,1.787719964981079,1.787719964981079,0.0,0.0,0.28897222876548767,0.2889721691608429,5.960464477539063e-08,2.0626426639690051e-07,1.2483912350618102e-06,1.0000000854288589
cnn,302,17,ok,ok,1.8019906282424927,1.8019906282424927,0.0,0.0,0.46290671825408936,0.46290674805641174,2.9802322387695312e-08,6.438083374853605e-08,1.0551249342917227e-06,1.0000001349448235
cnn,302,18,ok,ok,1.798324704170227,1.798324704170227,0.0,0.0,0.4630722105503082,0.4630722105503082,0.0,0.0,5.444418410983913e-07,1.0000000374542168
cnn,302,19,ok,ok,1.7895879745483398,1.7895878553390503,1.1920928955078125e-07,6.661270149676075e-08,0.4579432010650635,0.45794323086738586,2.9802322387695312e-08,6.507863940088604e-08,1.0027819215891585e-06,0.9999998298357936
cnn,302,20,ok,ok,1.7858918905258179,1.7858917713165283,1.1920928955078125e-07,6.675056322456485e-08,0.29038965702056885,0.29038965702056885,0.0,0.0,1.0392350466414223e-06,0.9999999567084793
cnn,302,21,ok,ok,1.7891104221343994,1.7891103029251099,1.1920928955078125e-07,6.663048187297752e-08,0.46069231629371643,0.46069231629371643,0.0,0.0,4.958691151787833e-07,1.0000002478820682
cnn,302,22,ok,ok,1.7894808053970337,1.7894806861877441,1.1920928955078125e-07,6.66166908252096e-08,0.28917914628982544,0.28917914628982544,0.0,0.0,1.70464459402649e-06,0.999999974390057
cnn,302,23,ok,ok,1.801171064376831,1.8011709451675415,1.1920928955078125e-07,6.618432413693326e-08,0.4617120325565338,0.4617120325565338,0.0,0.0,4.6359374551691013e-07,0.9999999644083103
cnn,302,24,ok,ok,1.8031666278839111,1.8031666278839111,0.0,0.0,0.46412229537963867,0.46412229537963867,0.0,0.0,1.3198955479388226e-06,0.9999999460291368
cnn,302,25,ok,ok,1.7924131155014038,1.7924131155014038,0.0,0.0,0.4634013772010803,0.4634014070034027,2.9802322387695312e-08,6.431211027263125e-08,6.47483676473899e-07,1.000000000898722
cnn,302,26,ok,ok,1.7934989929199219,1.7934989929199219,0.0,0.0,0.680994987487793,0.680994987487793,0.0,0.0,5.523568123022899e-07,1.0000000764377341
cnn,302,27,ok,ok,1.7892873287200928,1.7892872095108032,1.1920928955078125e-07,6.662389412663737e-08,0.681911289691925,0.681911289691925,0.0,0.0,2.3932339841741084e-07,1.0000000144625787
cnn,302,28,ok,ok,1.7974226474761963,1.7974225282669067,1.1920928955078125e-07,6.632234756703763e-08,0.4647655785083771,0.4647655487060547,2.9802322387695312e-08,6.412334253182682e-08,6.373766084863696e-07,0.9999999951778265
cnn,302,29,ok,ok,1.7988009452819824,1.7988008260726929,1.1920928955078125e-07,6.627152930036617e-08,0.4634394645690918,0.4634394347667694,2.9802322387695312e-08,6.43068289736733e-08,7.824544016962918e-07,0.9999998891216746
cnn,302,30,ok,ok,1.7898951768875122,1.7898950576782227,1.1920928955078125e-07,6.660126866092621e-08,0.458830326795578,0.4588302969932556,2.9802322387695312e-08,6.495281729922159e-08,4.6091178210374917e-07,1.0000000746866804
cnn,302,31,ok,ok,1.804128646850586,1.804128646850586,0.0,0.0,0.465526819229126,0.465526819229126,0.0,0.0,7.234845807964664e-07,0.999999896841454
cnn,302,32,ok,ok,1.784258484840393,1.784258484840393,0.0,0.0,0.4557807743549347,0.4557807445526123,2.9802322387695312e-08,6.538740566640718e-08,4.597551773030516e-07,1.0000000796317157
cnn,302,33,ok,ok,1.7818443775177002,1.7818442583084106,1.1920928955078125e-07,6.690218913329151e-08,0.4565720558166504,0.456572026014328,2.9802322387695312e-08,6.5274083264665e-08,7.094821030993838e-07,0.9999998689822559
cnn,302,34,ok,ok,1.787878155708313,1.7878780364990234,1.1920928955078125e-07,6.667640586701698e-08,0.4580671787261963,0.4580671787261963,0.0,0.0,9.152791323809894e-07,0.9999998857735797
cnn,302,35,ok,ok,1.7853490114212036,1.785348892211914,1.1920928955078125e-07,6.677086036857648e-08,0.2896210849285126,0.2896210849285126,0.0,0.0,8.593636126907402e-07,0.9999999795886636
